"user_id","days_since_last_session","total_sessions_count","total_orders_count","total_duration_minutes","is_churned"
491,63,1,0,8,1
492,58,11,1,349,1
493,999,0,0,0,1
494,44,3,0,28,1
495,51,10,0,200,1
496,8,1,0,7,0
497,40,8,0,242,1
498,74,6,1,162,1
499,1,15,1,478,0
500,219,1,0,14,1
501,94,3,0,88,1
502,9,4,0,40,0
503,39,2,0,15,1
504,52,2,0,12,1
505,21,6,0,230,0
506,999,0,0,0,1
507,11,6,0,163,0
508,1,4,0,40,0
509,2,26,9,9475,0
510,6,14,0,449,0
511,27,9,0,157,0
512,59,1,0,11,1
513,238,1,0,11,1
514,24,1,0,11,0
515,15,8,1,244,0
516,16,4,0,86,0
517,4,14,1,404,0
518,2,13,0,233,0
519,16,7,0,174,0
520,13,2,0,24,0
521,29,2,0,30,0
522,41,7,1,198,1
523,31,2,0,23,1
524,21,6,1,165,0
525,2,2,0,31,0
526,15,16,4,3066,0
527,5,2,0,15,0
528,14,3,0,42,0
529,20,12,1,289,0
530,18,6,0,129,0
531,5,2,0,15,0
532,30,8,0,155,0
533,29,3,0,42,0
534,2,23,9,8888,0
535,999,0,0,0,1
536,3,6,0,139,0
537,67,2,0,25,1
538,999,0,0,0,1
539,166,1,0,17,1
540,59,4,0,41,1
541,53,2,0,17,1
542,238,3,0,66,1
543,24,18,8,6923,0
544,31,2,0,5,1
545,999,0,0,0,1
546,44,2,0,21,1
547,8,7,0,162,0
548,14,6,0,101,0
549,4,7,0,204,0
550,1,11,0,197,0
551,47,2,0,31,1
552,76,1,0,13,1
553,53,1,0,9,1
554,72,4,0,79,1
555,999,0,0,0,1
556,5,9,0,238,0
557,40,8,0,152,1
558,19,7,0,141,0
559,45,5,0,110,1
560,14,12,1,446,0
561,12,4,0,118,0
562,55,3,0,46,1
563,29,6,0,84,0
564,19,3,0,52,0
565,66,2,0,20,1
566,17,8,1,257,0
567,999,0,0,0,1
568,9,1,0,7,0
569,2,11,1,392,0
570,87,1,0,17,1
571,55,9,1,221,1
572,1,11,0,162,0
573,8,3,0,75,0
574,6,1,0,7,0
575,2,4,0,51,0
576,9,20,8,8337,0
577,2,12,1,290,0
578,26,2,0,27,0
579,22,4,0,70,0
580,103,3,0,67,1
581,17,6,0,65,0
582,3,6,0,101,0
583,13,7,1,172,0
584,16,23,11,11398,0
585,999,0,0,0,1
586,26,9,1,210,0
587,69,3,0,44,1
588,1,7,0,221,0
589,24,5,0,106,0
590,42,1,0,14,1
591,2,12,0,396,0
592,1,7,0,214,0
593,13,7,0,84,0
594,9,5,0,47,0
595,13,7,1,228,0
596,3,5,0,219,0
597,28,11,0,343,0
598,15,5,0,104,0
599,13,22,8,7741,0
600,19,6,1,186,0
601,2,11,0,351,0
602,88,2,0,32,1
603,5,1,0,6,0
604,1,11,0,282,0
605,4,2,0,16,0
606,28,2,0,18,0
607,7,1,0,6,0
608,181,2,0,58,1
609,16,8,0,277,0
610,76,3,0,74,1
611,4,10,0,339,0
612,11,3,0,64,0
613,9,12,0,248,0
614,2,16,1,547,0
615,47,2,0,20,1
616,1,23,4,4152,0
617,30,7,0,212,0
618,4,2,0,13,0
619,1,2,0,26,0
620,57,2,0,43,1
621,138,3,0,37,1
622,2,9,0,164,0
623,18,3,0,31,0
624,12,7,0,95,0
625,36,6,0,152,1
626,10,4,0,38,0
627,42,1,0,4,1
628,7,8,0,190,0
629,23,4,0,47,0
630,168,2,0,38,1
631,13,17,7,5691,0
632,11,4,0,51,0
633,25,1,0,10,0
634,5,2,0,9,0
635,15,7,0,134,0
636,150,3,0,39,1
637,84,1,0,6,1
638,27,3,0,71,0
639,13,6,0,119,0
640,6,7,0,122,0
641,11,10,0,274,0
642,999,0,0,0,1
643,56,4,0,75,1
644,5,10,0,266,0
645,3,18,0,429,0
646,13,2,0,30,0
647,5,5,0,100,0
648,8,9,0,151,0
649,3,1,0,24,0
650,16,7,0,200,0
651,2,20,11,10202,0
652,4,20,5,3550,0
653,9,8,1,222,0
654,999,0,0,0,1
655,187,3,0,23,1
656,3,24,12,10753,0
657,93,3,0,29,1
658,264,1,0,3,1
659,54,15,3,2119,1
660,122,2,0,17,1
661,4,5,0,63,0
662,18,4,0,42,0
663,999,0,0,0,1
664,20,9,1,200,0
665,182,3,0,59,1
666,11,3,0,69,0
667,21,6,0,190,0
668,13,21,3,2512,0
669,21,8,0,237,0
670,13,8,0,176,0
671,8,4,0,73,0
672,94,3,0,38,1
673,21,16,7,4524,0
674,32,3,0,59,1
675,16,5,0,72,0
676,86,3,0,34,1
677,2,1,0,3,0
678,999,0,0,0,1
679,9,10,0,214,0
680,8,6,0,151,0
681,90,2,0,16,1
682,214,2,0,32,1
683,105,1,0,12,1
684,38,6,0,113,1
685,2,18,6,4437,0
686,25,9,0,278,0
687,34,3,0,32,1
688,161,1,0,12,1
689,28,12,0,329,0
690,28,21,7,7046,0
691,50,1,0,24,1
692,5,21,4,3754,0
693,183,1,0,13,1
694,119,3,0,49,1
695,145,2,0,60,1
696,7,13,0,438,0
697,185,1,0,9,1
698,13,17,4,2594,0
699,144,4,0,26,1
700,8,3,0,22,0
701,112,1,0,24,1
702,20,18,2,1587,0
703,69,5,0,93,1
704,3,9,0,282,0
705,2,8,0,234,0
706,9,7,0,135,0
707,25,16,2,1027,0
708,39,9,1,217,1
709,21,1,0,10,0
710,40,3,0,86,1
711,9,8,0,196,0
712,109,1,0,11,1
713,20,2,0,18,0
714,39,10,0,229,1
715,33,12,1,498,1
716,999,0,0,0,1
717,14,13,1,414,0
718,137,5,0,88,1
719,1,2,0,31,0
720,110,3,0,77,1
721,3,21,6,5472,0
722,26,6,0,149,0
723,61,1,0,7,1
724,18,6,0,49,0
725,2,35,10,15967,0
726,101,1,0,9,1
727,69,4,0,58,1
728,6,14,0,485,0
729,2,7,0,109,0
730,999,0,0,0,1
731,69,5,0,103,1
732,9,1,0,22,0
733,36,5,0,171,1
734,120,4,0,61,1
735,117,3,0,45,1
736,30,5,0,106,0
737,218,1,0,9,1
738,33,1,0,24,1
739,7,24,9,10288,0
740,15,2,0,16,0
741,21,10,0,252,0
742,3,26,6,8146,0
743,17,6,0,134,0
744,4,2,0,29,0
745,22,14,1,353,0
746,102,1,0,14,1
747,2,10,0,325,0
748,127,2,0,37,1
749,14,7,0,145,0
750,21,11,0,229,0
751,149,1,0,18,1
752,7,9,0,224,0
753,29,6,0,149,0
754,11,3,0,22,0
755,20,10,1,244,0
756,15,11,1,355,0
757,75,2,0,16,1
758,32,8,0,146,1
759,1,29,10,13658,0
760,5,23,11,10085,0
761,6,14,5,3440,0
762,5,16,0,510,0
763,3,7,0,107,0
764,97,1,0,12,1
765,5,5,0,35,0
766,1,18,7,4949,0
767,12,5,0,79,0
768,92,1,0,17,1
769,7,8,2,510,0
770,17,8,1,209,0
771,2,10,1,233,0
772,3,5,0,127,0
773,16,8,0,142,0
774,10,2,0,12,0
775,46,5,0,106,1
776,3,20,7,5697,0
777,92,3,0,62,1
778,41,4,0,49,1
779,24,5,0,69,0
780,999,0,0,0,1
781,127,2,0,16,1
782,14,8,0,85,0
783,43,7,0,127,1
784,43,8,0,292,1
785,5,11,0,274,0
786,17,2,0,25,0
787,999,0,0,0,1
788,222,1,0,16,1
789,4,9,0,273,0
790,174,1,0,7,1
791,18,8,1,185,0
792,29,25,11,12759,0
793,20,21,7,6616,0
794,265,1,0,34,1
795,52,9,0,188,1
796,80,1,0,27,1
797,4,4,0,79,0
798,73,3,0,68,1
799,11,14,0,332,0
800,2,1,0,8,0
801,45,5,0,101,1
802,48,3,0,62,1
803,2,8,0,182,0
804,64,2,0,28,1
805,1,22,6,5487,0
806,9,2,0,27,0
807,13,2,0,24,0
808,2,6,0,122,0
809,17,9,0,242,0
810,201,1,0,5,1
811,99,2,0,15,1
812,19,6,0,99,0
813,70,2,0,19,1
814,17,5,0,110,0
815,63,2,0,13,1
816,31,2,0,32,1
817,27,5,0,56,0
818,30,3,0,32,0
819,10,14,1,492,0
820,16,7,0,135,0
821,62,2,0,27,1
822,3,5,0,94,0
823,999,0,0,0,1
824,7,11,1,320,0
825,12,22,7,6314,0
826,2,14,6,4100,0
827,26,4,0,58,0
828,5,3,0,37,0
829,59,6,0,123,1
830,4,3,0,31,0
831,999,0,0,0,1
832,6,7,0,126,0
833,20,5,0,88,0
834,4,3,0,31,0
835,21,11,1,281,0
836,4,6,0,81,0
837,3,3,0,28,0
838,3,27,10,13970,0
839,60,7,1,163,1
840,9,21,4,3891,0
841,4,10,4,750,0
842,2,16,2,1391,0
843,7,1,0,7,0
844,17,4,0,55,0
845,999,0,0,0,1
846,57,1,0,24,1
847,7,7,1,183,0
848,8,9,0,191,0
849,87,1,0,4,1
850,2,5,0,81,0
851,999,0,0,0,1
852,20,4,0,44,0
853,57,3,0,60,1
854,65,4,0,71,1
855,2,25,9,11527,0
856,2,16,7,5589,0
857,19,1,0,22,0
858,16,10,0,339,0
859,270,1,0,8,1
860,26,4,0,89,0
861,133,3,0,71,1
862,14,10,0,235,0
863,1,19,6,5980,0
864,50,3,0,17,1
865,5,6,0,113,0
866,10,6,1,222,0
867,5,7,0,196,0
868,12,14,0,389,0
869,21,5,0,51,0
870,40,7,0,185,1
871,21,3,0,69,0
872,13,3,0,38,0
873,6,4,0,92,0
874,36,2,0,11,1
875,21,14,2,875,0
876,1,26,5,5851,0
877,11,6,0,128,0
878,28,2,0,63,0
879,51,1,0,28,1
880,2,1,0,9,0
881,19,11,0,335,0
882,218,1,0,13,1
883,3,4,0,27,0
884,5,1,0,10,0
885,9,6,0,141,0
886,35,19,7,5554,1
887,29,5,0,54,0
888,1,22,8,8278,0
889,38,4,0,87,1
890,1,3,0,52,0
891,4,26,13,13677,0
892,264,1,0,5,1
893,23,2,0,13,0
894,12,11,0,303,0
895,26,3,0,73,0
896,60,1,0,19,1
897,32,8,0,252,1
898,9,8,0,144,0
899,1,25,6,6723,0
900,39,4,0,73,1
901,13,11,0,310,0
902,23,16,10,8214,0
903,17,6,0,52,0
904,70,3,0,55,1
905,21,14,4,2470,0
906,37,4,0,59,1
907,62,5,0,150,1
908,3,8,0,163,0
909,20,2,0,17,0
910,1,11,1,248,0
911,3,21,3,2573,0
912,2,1,0,15,0
913,5,14,1,475,0
914,1,11,0,201,0
915,5,14,0,403,0
916,53,3,0,20,1
917,8,17,7,3890,0
918,27,11,0,314,0
919,140,3,0,77,1
920,2,24,10,10683,0
921,8,11,9,4318,0
922,146,1,0,23,1
923,7,2,0,15,0
924,999,0,0,0,1
925,13,1,0,11,0
926,35,21,8,6317,1
927,21,4,0,83,0
928,1,23,7,6877,0
929,3,5,0,108,0
930,94,3,0,40,1
931,7,24,14,15052,0
932,5,10,0,156,0
933,6,15,2,1076,0
934,87,1,0,14,1
935,6,20,9,7905,0
936,14,8,0,290,0
937,31,7,0,157,1
938,148,1,0,7,1
939,94,1,0,15,1
940,2,14,1,507,0
941,7,6,0,121,0
942,123,1,0,6,1
943,37,2,0,24,1
944,12,8,0,201,0
945,999,0,0,0,1
946,1,9,0,217,0
947,4,14,1,399,0
948,6,19,3,3031,0
949,14,6,0,89,0
950,59,7,0,75,1
951,108,1,0,6,1
952,2,13,0,342,0
953,14,11,0,287,0
954,132,1,0,12,1
955,4,14,4,2556,0
956,19,9,0,148,0
957,104,2,0,27,1
958,999,0,0,0,1
959,129,3,0,36,1
960,10,5,0,94,0
961,93,5,0,66,1
962,2,3,0,79,0
963,15,10,0,303,0
964,6,5,0,65,0
965,999,0,0,0,1
966,21,5,0,64,0
967,999,0,0,0,1
968,2,6,0,109,0
969,217,1,0,25,1
970,19,9,0,167,0
971,2,14,6,4066,0
972,17,6,0,78,0
973,4,9,0,295,0
974,23,8,0,165,0
975,73,1,0,7,1
976,3,10,0,320,0
977,8,21,12,11023,0
978,48,8,2,467,1
979,1,6,0,88,0
980,47,3,0,40,1
981,10,7,0,158,0
982,36,3,0,35,1
983,53,2,0,6,1
984,5,8,1,212,0
985,4,9,0,171,0
986,999,0,0,0,1
987,51,1,0,8,1
988,111,3,0,58,1
989,54,1,0,24,1
990,24,23,6,5995,0
991,274,3,0,45,1
992,999,0,0,0,1
993,31,4,0,124,1
994,31,2,0,35,1
995,12,6,0,115,0
996,2,13,1,461,0
997,67,5,0,75,1
998,37,4,0,32,1
999,999,0,0,0,1
1000,999,0,0,0,1
1001,76,3,0,22,1
1002,11,7,0,107,0
1003,6,5,0,108,0
1004,253,1,0,10,1
1005,50,7,0,132,1
1006,12,16,5,3599,0
1007,29,2,1,28,0
1008,38,7,0,137,1
1009,44,8,0,201,1
1010,19,7,0,201,0
1011,4,8,1,207,0
1012,49,8,1,297,1
1013,49,5,0,105,1
1014,4,16,1,531,0
1015,109,5,0,110,1
1016,4,22,9,8262,0
1017,3,10,0,200,0
1018,25,1,0,9,0
1019,48,4,0,32,1
1020,2,19,6,4287,0
1021,9,8,0,214,0
1022,12,9,0,250,0
1023,5,14,1,608,0
1024,24,12,0,336,0
1025,4,11,0,230,0
1026,188,1,0,11,1
1027,3,1,0,10,0
1028,6,7,0,149,0
1029,48,3,0,33,1
1030,21,4,0,54,0
1031,78,2,0,36,1
1032,9,4,0,36,0
1033,999,0,0,0,1
1034,230,1,0,7,1
1035,18,2,0,35,0
1036,94,9,1,266,1
1037,83,1,0,9,1
1038,13,25,9,10128,0
1039,17,3,0,57,0
1040,66,1,0,14,1
1041,49,3,0,71,1
1042,3,9,0,153,0
1043,8,3,0,20,0
1044,26,3,0,27,0
1045,29,3,0,33,0
1046,16,5,0,140,0
1047,19,14,6,4913,0
1048,14,1,0,7,0
1049,20,12,1,347,0
1050,10,1,0,19,0
1051,4,5,0,92,0
1052,2,5,0,112,0
1053,113,1,0,12,1
1054,56,2,0,46,1
1055,78,3,0,33,1
1056,50,4,1,106,1
1057,6,15,4,1756,0
1058,4,4,0,110,0
1059,1,9,0,290,0
1060,8,16,2,1598,0
1061,261,1,0,14,1
1062,8,9,0,252,0
1063,19,15,0,389,0
1064,8,11,0,324,0
1065,26,8,0,203,0
1066,34,3,1,61,1
1067,2,9,1,264,0
1068,21,10,0,197,0
1069,28,1,0,8,0
1070,999,0,0,0,1
1071,20,4,0,79,0
1072,999,0,0,0,1
1073,9,23,10,10517,0
1074,80,3,0,40,1
1075,2,9,0,209,0
1076,36,6,0,141,1
1077,4,15,0,449,0
1078,38,5,0,57,1
1079,1,4,0,24,0
1080,7,11,0,331,0
1081,35,1,0,5,1
1082,4,4,0,60,0
1083,4,21,5,5025,0
1084,57,1,0,14,1
1085,24,3,0,54,0
1086,1,10,0,193,0
1087,3,13,4,2068,0
1088,999,0,0,0,1
1089,4,9,0,212,0
1090,4,11,1,275,0
1091,12,12,1,334,0
1092,1,20,6,5432,0
1093,22,1,0,15,0
1094,4,18,4,3520,0
1095,3,9,0,273,0
1096,58,1,0,6,1
1097,98,3,0,28,1
1098,97,1,0,6,1
1099,57,3,0,51,1
1100,49,7,0,200,1
1101,41,4,0,53,1
1102,45,6,0,104,1
1103,20,13,6,3754,0
1104,2,9,0,148,0
1105,4,4,0,42,0
1106,4,15,7,3458,0
1107,17,2,0,22,0
1108,4,13,1,407,0
1109,82,6,0,136,1
1110,16,3,0,12,0
1111,23,3,0,37,0
1112,7,8,1,305,0
1113,999,0,0,0,1
1114,26,13,0,297,0
1115,56,4,0,75,1
1116,17,3,0,41,0
1117,5,2,0,13,0
1118,47,3,0,27,1
1119,4,10,0,279,0
1120,53,7,0,235,1
1121,35,10,0,307,1
1122,116,2,0,17,1
1123,1,3,0,24,0
1124,176,1,0,16,1
1125,999,0,0,0,1
1126,5,9,3,1571,0
1127,4,23,7,7268,0
1128,59,7,0,191,1
1129,23,12,0,283,0
1130,11,3,0,26,0
1131,11,4,0,92,0
1132,2,16,4,2591,0
1133,142,2,0,19,1
1134,1,6,0,94,0
1135,18,10,0,199,0
1136,41,4,0,37,1
1137,14,20,5,5071,0
